code,name,sector,enabled
300308.SZ,,,true
300502.SZ,,,true
300274.SZ,,,true
601138.SH,,,true
300750.SZ,,,true
300476.SZ,,,true
688256.SH,,,true
300058.SZ,,,true
601899.SH,,,true
002050.SZ,,,true
000547.SZ,,,true
600089.SH,,,true
300394.SZ,,,true
603986.SH,,,true
600118.SH,,,true
002475.SZ,,,true
300059.SZ,,,true
300475.SZ,,,true
300136.SZ,,,true
002202.SZ,,,true
688981.SH,,,true
601318.SH,,,true
688041.SH,,,true
000063.SZ,,,true
600519.SH,,,true
301308.SZ,,,true
600111.SH,,,true
688008.SH,,,true
603993.SH,,,true
002460.SZ,,,true
002407.SZ,,,true
603799.SH,,,true
002837.SZ,,,true
603019.SH,,,true
002463.SZ,,,true
002709.SZ,,,true
002466.SZ,,,true
600105.SH,,,true
002384.SZ,,,true
600030.SH,,,true
300548.SZ,,,true
601012.SH,,,true
002371.SZ,,,true
688012.SH,,,true
688525.SH,,,true
000988.SZ,,,true
300433.SZ,,,true
001309.SZ,,,true
603259.SH,,,true
300014.SZ,,,true
300223.SZ,,,true
600036.SH,,,true
002156.SZ,,,true
600498.SH,,,true
300604.SZ,,,true
603083.SH,,,true
002594.SZ,,,true
000792.SZ,,,true
000977.SZ,,,true
300620.SZ,,,true
000725.SZ,,,true
300033.SZ,,,true
300390.SZ,,,true
000657.SZ,,,true
688521.SH,,,true
600584.SH,,,true
300442.SZ,,,true
002149.SZ,,,true
000333.SZ,,,true
600183.SH,,,true
300395.SZ,,,true
688498.SH,,,true
688313.SH,,,true
600150.SH,,,true
600276.SH,,,true
600487.SH,,,true
688347.SH,,,true
000021.SZ,,,true
002281.SZ,,,true
600549.SH,,,true
300570.SZ,,,true
000858.SZ,,,true
002916.SZ,,,true
688072.SH,,,true
300857.SZ,,,true
002436.SZ,,,true
600522.SH,,,true
688048.SH,,,true
002428.SZ,,,true
300757.SZ,,,true
601869.SH,,,true
002185.SZ,,,true
000066.SZ,,,true
002361.SZ,,,true
600703.SH,,,true
600330.SH,,,true
000938.SZ,,,true
300017.SZ,,,true
002008.SZ,,,true
300408.SZ,,,true
