code,name,sector,enabled
300308.SZ,,,true
300502.SZ,,,true
601899.SH,,,true
300058.SZ,,,true
601138.SH,,,true
000547.SZ,,,true
688256.SH,,,true
300274.SZ,,,true
300750.SZ,,,true
300476.SZ,,,true
300394.SZ,,,true
002050.SZ,,,true
600118.SH,,,true
300136.SZ,,,true
603986.SH,,,true
600089.SH,,,true
002202.SZ,,,true
300059.SZ,,,true
002475.SZ,,,true
601318.SH,,,true
600519.SH,,,true
600111.SH,,,true
688041.SH,,,true
688008.SH,,,true
300475.SZ,,,true
603993.SH,,,true
688981.SH,,,true
000063.SZ,,,true
002837.SZ,,,true
002463.SZ,,,true
600105.SH,,,true
301308.SZ,,,true
600498.SH,,,true
603019.SH,,,true
300548.SZ,,,true
002384.SZ,,,true
603799.SH,,,true
000988.SZ,,,true
600030.SH,,,true
002156.SZ,,,true
002460.SZ,,,true
002371.SZ,,,true
002149.SZ,,,true
300442.SZ,,,true
688525.SH,,,true
688012.SH,,,true
300433.SZ,,,true
600487.SH,,,true
603259.SH,,,true
300223.SZ,,,true
